抗菌药物通用名,匹配规则,规则等级
替加环素,Tigecycline,1
替加环素,tigecycline,1
替加环素,Tigecycline for Injection,1
替加环素,Tigecycline For Injection,1
替加环素,Tygacil,1
替加环素,替加环素,1
替加环素,注射用替加环素,1
替加环素,泰阁,1
替加环素,.*替加环素.*,2
替加环素,.*泰阁.*,4
替卡西林,ticarcillin,1
替卡西林,Ticarcillin Disodium,1
替卡西林,Ticarcillin Sodium,1
替卡西林,替加西林,1
替卡西林,替卡西林,1
替卡西林,替卡西林钠,1
替卡西林,羧噻吩青霉素钠,1
替卡西林,铁卡霉素,1
替卡西林,.*替卡西林.*,2
替卡西林,.*替加西林.*,3
替卡西林,.*羧噻吩青霉素钠.*,3
替卡西林,.*铁卡霉素.*,3
替卡西林克拉维酸钾,Ticarcillin and Clavulanate Pot,1
替卡西林克拉维酸钾,Ticarcillin Disodium and Clavulanate Potassium for Injection,1
替卡西林克拉维酸钾,Ticarcillin Disodium and Potassium Clavulanate for Injection,1
替卡西林克拉维酸钾,Ticarcillin Sodium and Clavulanate Potassium for Injection,1
替卡西林克拉维酸钾,Ticarcillin Sodium And Potassium Clavulanate for Injection,1
替卡西林克拉维酸钾,替卡西林/克拉维酸钾,1
替卡西林克拉维酸钾,替卡西林克拉维酸钾,1
替卡西林克拉维酸钾,注射用替卡西林钠克拉维酸钾,1
替卡西林克拉维酸钾,.*替卡西林.*克拉维酸.*,2
替卡西林克拉维酸钾,.*替卡西林/克拉维酸钾.*,3
替考拉宁,Targocid,1
替考拉宁,Teicoplanin,1
替考拉宁,teicoplanin,1
替考拉宁,Teicoplanin for Injection,1
替考拉宁,他格适,1
替考拉宁,加立信,1
替考拉宁,壁霉素,1
替考拉宁,太古霉素,1
替考拉宁,替考拉宁,1
替考拉宁,注射用替考拉宁,1
替考拉宁,肽可霉素,1
替考拉宁,.*替考拉宁.*,2
替考拉宁,.*壁霉素.*,3
替考拉宁,.*太古霉素.*,3
替考拉宁,.*肽可霉素.*,3
替考拉宁,.*他格适.*,4
替考拉宁,.*加立信.*,4
替克拉酮,ticlatone,1
替克拉酮,替克拉酮,1
替克拉酮,.*替克拉酮.*,2
替马沙星,temafloxacin,1
替马沙星,替马沙星,1
替马沙星,.*替马沙星.*,2
替莫西林,temocillin,1
替莫西林,替莫西林,1
替莫西林,替莫西林二钠,1
替莫西林,.*替莫西林.*,2
替莫西林,.*替莫西林二钠.*,3
替硝唑,Concentrated Tinidazole Gargles,1
替硝唑,Mannitol and Sodium Chloride Injection,1
替硝唑,Tinidazolc Vaginal Effervescent Tablets,1
替硝唑,Tinidazole,1
替硝唑,tinidazole,1
替硝唑,Tinidazole and Glucose Injection,1
替硝唑,Tinidazole and Sodium Chloride Injection,1
替硝唑,Tinidazole and sodium chloride Injection,1
替硝唑,Tinidazole and sodium Chloride Injection,1
替硝唑,Tinidazole and Sodium Choloride Injection,1
替硝唑,Tinidazole and Sodium Choride Injection,1
替硝唑,Tinidazole and Sodium Injection,1
替硝唑,Tinidazole Buccal Tablets,1
替硝唑,Tinidazole Capsules,1
替硝唑,Tinidazole for Injection,1
替硝唑,Tinidazole Glucose Injection,1
替硝唑,Tinidazole Injection,1
替硝唑,Tinidazole Oral Sticking Tablets,1
替硝唑,Tinidazole Sodium Chloride Injection,1
替硝唑,Tinidazole Suppositories,1
替硝唑,Tinidazole Tablets,1
替硝唑,Tinidazole Vaginai Effervescent Tablets,1
替硝唑,Tinidazole Vaginal Effervescent Tablets,1
替硝唑,Tinidazole Vaginal Effervescent　Tablets,1
替硝唑,Tinidazole Vaginal Effervesvent Tablets,1
替硝唑,Tinidazole Vaginal Tablets,1
替硝唑,乐净,1
替硝唑,乐净怡,1
替硝唑,可立泰,1
替硝唑,希普宁,1
替硝唑,捷洛林,1
替硝唑,晓力,1
替硝唑,替尼津,1
替硝唑,替硝唑,1
替硝唑,替硝唑口腔贴片,1
替硝唑,替硝唑含片,1
替硝唑,替硝唑栓,1
替硝唑,替硝唑氯化钠注射液,1
替硝唑,替硝唑注射液,1
替硝唑,替硝唑片,1
替硝唑,替硝唑胶囊,1
替硝唑,替硝唑葡萄糖注射液,1
替硝唑,替硝唑阴道泡腾片,1
替硝唑,替硝唑阴道片,1
替硝唑,替诺康,1
替硝唑,比适,1
替硝唑,注射用替硝唑,1
替硝唑,津和,1
替硝唑,济得,1
替硝唑,浓替硝唑含漱液,1
替硝唑,特非净,1
替硝唑,裕宁,1
替硝唑,迪克新,1
替硝唑,.*替硝唑.*,2
替硝唑,.*替尼津.*,4
替硝唑,.*裕宁.*,4
替硝唑,.*替诺康.*,4
替硝唑,.*希普宁.*,4
替硝唑,.*晓力.*,4
替硝唑,.*济得.*,4
替硝唑,.*乐净.*,4
替硝唑,.*比适.*,4
替硝唑,.*乐净怡.*,4
替硝唑,.*津和.*,4
替硝唑,.*捷洛林.*,4
替硝唑,.*可立泰.*,4
替硝唑,.*特非净.*,4
替硝唑,.*迪克新.*,4
酮康唑,Compound Ketoconazole Cream,1
酮康唑,compound ketoconazole cream,1
酮康唑,Compound Ketoconazole Gel,1
酮康唑,Compound Ketoconazole Lotion for Scalp Disorders,1
酮康唑,Compound Ketoconazole Lotion for Scalp disorders,1
酮康唑,Compound Ketoconazole Lotion For Scalp Disorders,1
酮康唑,Compound Ketoconazole Ointment,1
酮康唑,Compound Ketoconzole Lotion for Scalp Disorders,1
酮康唑,ketoconazole,1
酮康唑,Ketoconazole,1
酮康唑,Ketoconazole Cream,1
酮康唑,Ketoconazole Gream,1
酮康唑,Ketoconazole Lotion,1
酮康唑,Ketoconazole Suppositories,1
酮康唑,复方酮康唑乳膏,1
酮康唑,复方酮康唑凝胶,1
酮康唑,复方酮康唑发用洗剂,1
酮康唑,复方酮康唑软膏,1
酮康唑,敬宇,1
酮康唑,显克欣,1
酮康唑,酮康唑,1
酮康唑,酮康唑乳膏,1
酮康唑,酮康唑栓,1
酮康唑,酮康唑洗剂,1
酮康唑,采乐,1
酮康唑,.*酮康唑.*,2
酮康唑,.*采乐.*,4
酮康唑,.*显克欣.*,4
酮康唑,.*敬宇.*,4
头孢氨苄,Ammonia benzyl cephalosporin capsules,1
头孢氨苄,Cafalexin Tablets,1
头孢氨苄,Cefaiexin Granules,1
头孢氨苄,Cefalexil Capsules,1
头孢氨苄,Cefalexin,1
头孢氨苄,cefalexin,1
头孢氨苄,cefalexin Calsules,1
头孢氨苄,Cefalexin Caplsules,1
头孢氨苄,Cefalexin Capsule,1
头孢氨苄,Cefalexin capsules,1
头孢氨苄,cefalexin Capsules,1
头孢氨苄,Cefalexin Capsules,1
头孢氨苄,CEFALEXIN CAPSULES,1
头孢氨苄,Cefalexin Capules,1
头孢氨苄,Cefalexin Cranules,1
头孢氨苄,Cefalexin Effervescent Tablets,1
头孢氨苄,Cefalexin Extend-release Tablets,1
头孢氨苄,Cefalexin for Suspension,1
头孢氨苄,Cefalexin Gapsules,1
头孢氨苄,CEFALEXIN GRANULES,1
头孢氨苄,Cefalexin Granules,1
头孢氨苄,Cefalexin Tables,1
头孢氨苄,Cefalexin Tablets,1
头孢氨苄,CEFALEXIN TABLETS,1
头孢氨苄,CefalexinTablets,1
头孢氨苄,GefalexinCapsules,1
头孢氨苄,头孢氨苄,1
头孢氨苄,头孢氨苄干混悬剂,1
头孢氨苄,头孢氨苄泡腾片,1
头孢氨苄,头孢氨苄片,1
头孢氨苄,头孢氨苄缓释片,1
头孢氨苄,头孢氨苄缓释胶囊,1
头孢氨苄,头孢氨苄胶囊,1
头孢氨苄,头孢氨苄颗粒,1
头孢氨苄,斯宝力克,1
头孢氨苄,申嘉,1
头孢氨苄,福林,1
头孢氨苄,美丰,1
头孢氨苄,.*头孢氨苄.*,2
头孢氨苄,.*斯宝力克.*,4
头孢氨苄,.*申嘉.*,4
头孢氨苄,.*美丰.*,4
头孢氨苄,.*福林.*,4
头孢氨苄甲氧苄啶,Cefalexin and Trimethoprim,1
头孢氨苄甲氧苄啶,Cefalexin and Trimethoprim Capsules,1
头孢氨苄甲氧苄啶,Cefalexin and Trimethoprim Granules,1
头孢氨苄甲氧苄啶,Cefalexin and Trimethoprim Tablets,1
头孢氨苄甲氧苄啶,Cefalexin and Trimethoprin Capsulei,1
头孢氨苄甲氧苄啶,Cefalexin and Trimethoprin Capsules,1
头孢氨苄甲氧苄啶,Cefalexin and Trimethoprin Cranules,1
头孢氨苄甲氧苄啶,Cefalexin and Trimethoprin Granules,1
头孢氨苄甲氧苄啶,Cefalexin and Trimethoprin Tablets,1
头孢氨苄甲氧苄啶,Cefalexin and Trimethoprin　Capsules,1
头孢氨苄甲氧苄啶,Cefatexin and Trimethopin Capsules,1
头孢氨苄甲氧苄啶,Cefaxin and Trimthoprin Granules,1
头孢氨苄甲氧苄啶,Compound Cefadroxil Capsules,1
头孢氨苄甲氧苄啶,Compound Cefalexil Capsules,1
头孢氨苄甲氧苄啶,Compound Cefalexin Capsules,1
头孢氨苄甲氧苄啶,Compound Cefalexin Tablets,1
头孢氨苄甲氧苄啶,Compound Cefidroxil Capsules,1
头孢氨苄甲氧苄啶,头孢氨苄/甲氧苄啶,1
头孢氨苄甲氧苄啶,头孢氨苄甲氧苄啶,1
头孢氨苄甲氧苄啶,头孢氨苄甲氧苄啶片,1
头孢氨苄甲氧苄啶,头孢氨苄甲氧苄啶胶囊,1
头孢氨苄甲氧苄啶,头孢氨苄甲氧苄啶颗粒,1
头孢氨苄甲氧苄啶,.*头孢氨苄.*甲氧苄啶.*,2
头孢氨苄甲氧苄啶,.*头孢氨苄/甲氧苄啶.*,3
头孢比洛酯,ceftobiprole medocaril,1
头孢比洛酯,头孢比洛酯,1
头孢比洛酯,.*头孢比洛酯.*,2
头孢吡普,Ceftobiprole,1
头孢吡普,头孢吡普,1
头孢吡普,头孢托罗,1
头孢吡普,头孢比普,1
头孢吡普,.*头孢吡普.*,2
头孢吡普,.*头孢托罗.*,3
头孢吡普,.*头孢比普.*,3
头孢吡肟,cefepime,1
头孢吡肟,Cefepime Dihydrochloride,1
头孢吡肟,Cefepime Dihydrochloride for Injection,1
头孢吡肟,Cefepime Dihydrochloride/L-Arginine,1
头孢吡肟,Cefepime Hydrochloride,1
头孢吡肟,Cefepime Hydrochloride for injection,1
头孢吡肟,Cefepime Hydrochloride for Injection,1
头孢吡肟,Cefepime Hydrochloride/L-Arginine,1
头孢吡肟,Cefepine Dihydrochloride for Injection,1
头孢吡肟,Maxipime,1
头孢吡肟,信力威,1
头孢吡肟,先康,1
头孢吡肟,博帅,1
头孢吡肟,卡洛欣,1
头孢吡肟,士瑞平,1
头孢吡肟,头孢吡肟,1
头孢吡肟,康利沃普,1
头孢吡肟,恒苏,1
头孢吡肟,悦康凯欣,1
头孢吡肟,注射用盐酸头孢吡肟,1
头孢吡肟,派奈欣,1
头孢吡肟,灵迪,1
头孢吡肟,盐酸头孢吡肟,1
头孢吡肟,盐酸头孢吡肟/L-精氨酸,1
头孢吡肟,立斯平,1
头孢吡肟,罗欣威,1
头孢吡肟,若能,1
头孢吡肟,英兰,1
头孢吡肟,达力能,1
头孢吡肟,马斯平,1
头孢吡肟,.*头孢吡肟.*,2
头孢吡肟,.*悦康凯欣.*,4
头孢吡肟,.*马斯平.*,4
头孢吡肟,.*若能.*,4
头孢吡肟,.*康利沃普.*,4
头孢吡肟,.*达力能.*,4
头孢吡肟,.*罗欣威.*,4
头孢吡肟,.*英兰.*,4
头孢吡肟,.*卡洛欣.*,4
头孢吡肟,.*信力威.*,4
头孢吡肟,.*先康.*,4
头孢吡肟,.*士瑞平.*,4
头孢吡肟,.*恒苏.*,4
头孢吡肟,.*博帅.*,4
头孢吡肟,.*灵迪.*,4
头孢吡肟,.*立斯平.*,4
头孢吡肟,.*派奈欣.*,4
头孢吡肟和阿米卡星,cefepime and amikacin,1
头孢吡肟和阿米卡星,头孢吡肟/阿米卡星,1
头孢吡肟和阿米卡星,头孢吡肟和阿米卡星,1
头孢吡肟和阿米卡星,头孢吡肟阿米卡星,1
头孢吡肟和阿米卡星,.*头孢吡肟.*阿米卡星.*,2
头孢吡肟和阿米卡星,.*头孢吡肟/阿米卡星.*,3
头孢吡肟和阿米卡星,.*头孢吡肟阿米卡星.*,3
头孢丙烯,Cefprozil,1
头孢丙烯,cefprozil,1
头孢丙烯,Cefprozil Capsules,1
头孢丙烯,Cefprozil Chewable Tablets,1
头孢丙烯,Cefprozil Dispersible Tablets,1
头孢丙烯,Cefprozil for Suspension,1
头孢丙烯,Cefprozil For Suspension,1
头孢丙烯,Cefprozil Granules,1
头孢丙烯,Cefprozil Tablets,1
头孢丙烯,凯可之,1
头孢丙烯,头孢丙烯,1
头孢丙烯,头孢丙烯分散片,1
头孢丙烯,头孢丙烯咀嚼片,1
头孢丙烯,头孢丙烯干混悬剂,1
头孢丙烯,头孢丙烯片,1
头孢丙烯,头孢丙烯胶囊,1
头孢丙烯,头孢丙烯颗粒,1
头孢丙烯,希能,1
头孢丙烯,施复捷,1
头孢丙烯,银力舒,1
头孢丙烯,.*头孢丙烯.*,2
头孢丙烯,.*银力舒.*,4
头孢丙烯,.*凯可之.*,4
头孢丙烯,.*施复捷.*,4
头孢丙烯,.*希能.*,4
头孢布烯,ceftibuten,1
头孢布烯,先力腾,1
头孢布烯,头孢噻腾,1
头孢布烯,头孢布坦,1
头孢布烯,头孢布烯,1
头孢布烯,.*头孢布烯.*,2
头孢布烯,.*先力腾.*,3
头孢布烯,.*头孢噻腾.*,3
头孢布烯,.*头孢布坦.*,3
头孢地尼,cefdinir,1
头孢地尼,Cefdinir,1
头孢地尼,Cefdinir Capsules,1
头孢地尼,Cefdinir Dispersible Tablets,1
头孢地尼,Cefdinir Tablets,1
头孢地尼,Cefzon,1
头孢地尼,世扶尼,1
头孢地尼,全泽复,1
头孢地尼,头孢地尼,1
头孢地尼,头孢地尼分散片,1
头孢地尼,头孢地尼片,1
头孢地尼,头孢地尼胶囊,1
头孢地尼,希福尼,1
头孢地尼,.*头孢地尼.*,2
头孢地尼,.*全泽复.*,4
头孢地尼,.*世扶尼.*,4
头孢地尼,.*希福尼.*,4
头孢地秦,cefodizime,1
头孢地秦,Cefodizime Sodium,1
头孢地秦,Cefodizime Sodium for Injection,1
头孢地秦,Cofodizime Sodium,1
头孢地秦,NEWDIZIME,1
头孢地秦,力勉,1
头孢地秦,头孢双唑,1
头孢地秦,头孢地嗪,1
头孢地秦,头孢地嗪钠,1
头孢地秦,头孢地秦,1
头孢地秦,头孢地秦钠,1
头孢地秦,康丽能,1
头孢地秦,注射用头孢地嗪钠,1
头孢地秦,金汕秦,1
头孢地秦,高德,1
头孢地秦,.*头孢地秦.*,2
头孢地秦,.*头孢双唑.*,3
头孢地秦,.*头孢地嗪.*,3
头孢地秦,.*金汕秦.*,4
头孢地秦,.*力勉.*,4
头孢地秦,.*高德.*,4
头孢地秦,.*康丽能.*,4
头孢呋辛,Axetine,1
头孢呋辛,cefuroxime,1
头孢呋辛,Cefuroxime Axetil,1
头孢呋辛,Cefuroxime Axetil Capsules,1
头孢呋辛,Cefuroxime Axetil Dispersible Tablets,1
头孢呋辛,Cefuroxime Axetil for Suspension,1
头孢呋辛,Cefuroxime Axetil Granules,1
头孢呋辛,Cefuroxime Axetil Tablets,1
头孢呋辛,Cefuroxime Sodium,1
头孢呋辛,Cefuroxime Sodium for Injection,1
头孢呋辛,Cefuroxime sodium for Injection,1
头孢呋辛,CEFUROXIME SODIUM FOR INJECTION,1
头孢呋辛,Cefuroxime Sodium For Injection,1
头孢呋辛,Cefuroxime Sodiun for Injection,1
头孢呋辛,Monacef,1
头孢呋辛,Zinacef,1
头孢呋辛,丽扶欣,1
头孢呋辛,亚星,1
头孢呋辛,伏乐新,1
头孢呋辛,优乐新,1
头孢呋辛,信立欣,1
头孢呋辛,凯帝欣,1
头孢呋辛,协诺信,1
头孢呋辛,司佩定,1
头孢呋辛,呋肟霉素,1
头孢呋辛,嘉诺欣,1
头孢呋辛,头孢呋新,1
头孢呋辛,头孢呋肟,1
头孢呋辛,头孢呋辛,1
头孢呋辛,头孢呋辛酯,1
头孢呋辛,头孢呋辛酯分散片,1
头孢呋辛,头孢呋辛酯干混悬剂,1
头孢呋辛,头孢呋辛酯片,1
头孢呋辛,头孢呋辛酯胶囊,1
头孢呋辛,头孢呋辛酯颗粒,1
头孢呋辛,头孢呋辛钠,1
头孢呋辛,安可欣,1
头孢呋辛,巴欣,1
头孢呋辛,希路信,1
头孢呋辛,库欣,1
头孢呋辛,新福欣,1
头孢呋辛,明可欣,1
头孢呋辛,欣路信,1
头孢呋辛,注射用头孢呋辛钠,1
头孢呋辛,派威欣,1
头孢呋辛,澳舒,1
头孢呋辛,瑞呋欣,1
头孢呋辛,立健新,1
头孢呋辛,西力欣,1
头孢呋辛,达力新,1
头孢呋辛,运泰,1
头孢呋辛,金茂,1
头孢呋辛,.*头孢呋辛.*,2
头孢呋辛,.*呋肟霉素.*,3
头孢呋辛,.*头孢呋新.*,3
头孢呋辛,.*头孢呋肟.*,3
头孢呋辛,.*头孢呋辛钠.*,3
头孢呋辛,.*派威欣.*,4
头孢呋辛,.*欣路信.*,4
头孢呋辛,.*达力新.*,4
头孢呋辛,.*司佩定.*,4
头孢呋辛,.*伏乐新.*,4
头孢呋辛,.*亚星.*,4
头孢呋辛,.*协诺信.*,4
头孢呋辛,.*丽扶欣.*,4
头孢呋辛,.*信立欣.*,4
头孢呋辛,.*新福欣.*,4
头孢呋辛,.*立健新.*,4
头孢呋辛,.*凯帝欣.*,4
头孢呋辛,.*库欣.*,4
头孢呋辛,.*巴欣.*,4
头孢呋辛,.*西力欣.*,4
头孢呋辛,.*优乐新.*,4
头孢呋辛,.*瑞呋欣.*,4
头孢呋辛,.*嘉诺欣.*,4
头孢呋辛,.*金茂.*,4
头孢呋辛,.*安可欣.*,4
头孢呋辛,.*希路信.*,4
头孢呋辛,.*运泰.*,4
头孢呋辛,.*澳舒.*,4
头孢呋辛,.*明可欣.*,4
头孢磺啶,cefsulodin,1
头孢磺啶,头孢磺吡苄,1
头孢磺啶,头孢磺啶,1
头孢磺啶,头孢磺啶钠,1
头孢磺啶,头孢磺苄啶,1
头孢磺啶,磺吡苄头孢菌素钠,1
头孢磺啶,.*头孢磺啶.*,2
头孢磺啶,.*头孢磺吡苄.*,3
头孢磺啶,.*头孢磺啶钠.*,3
头孢磺啶,.*头孢磺苄啶.*,3
头孢磺啶,.*磺吡苄头孢菌素钠.*,3
头孢甲肟,cefmenoxime,1
头孢甲肟,Cefmenoxime Hydrochloride,1
头孢甲肟,Cefmenoxime Hydrochloride for Injection,1
头孢甲肟,CEFMNOXIME HYDROCHLORIDE,1
头孢甲肟,CEFMNOXIME HYDROCHLORIDE FOR INJECTION,1
头孢甲肟,倍司特克,1
头孢甲肟,噻肟唑头孢,1
头孢甲肟,头孢氨噻肟唑,1
头孢甲肟,头孢甲肟,1
头孢甲肟,恩诺尼,1
头孢甲肟,氨噻肟唑,1
头孢甲肟,氨噻肟唑头孢菌素,1
头孢甲肟,注射用盐酸头孢甲肟,1
头孢甲肟,盐酸头孢甲肟,1
头孢甲肟,盐酸氨噻肟唑头孢菌素,1
头孢甲肟,雷特迈星,1
头孢甲肟,.*头孢甲肟.*,2
头孢甲肟,.*倍司特克.*,3
头孢甲肟,.*噻肟唑头孢.*,3
头孢甲肟,.*头孢氨噻肟唑.*,3
头孢甲肟,.*头孢甲肟.*,3
头孢甲肟,.*氨噻肟唑.*,3
头孢甲肟,.*氨噻肟唑头孢菌素.*,3
头孢甲肟,.*盐酸氨噻肟唑头孢菌素.*,3
头孢甲肟,.*雷特迈星.*,4
头孢甲肟,.*恩诺尼.*,4
头孢卡品,cefcapene,1
头孢卡品,Cefcapene Pivoxil Hydrochloride,1
头孢卡品,Cefcapene Pivoxil Hydrochloride Hydrate,1
头孢卡品,Cefcapene Pivoxil Hydrochloride Tablets,1
头孢卡品,头孢卡品,1
头孢卡品,头孢卡品酯,1
头孢卡品,盐酸头孢卡品酯,1
头孢卡品,盐酸头孢卡品酯片,1
头孢卡品,.*头孢卡品.*,2
头孢卡品,.*头孢卡品酯.*,3
头孢克定,Cefcidin,1
头孢克定,头孢克定,1
头孢克定,.*头孢克定.*,2
头孢克洛,cefaclor,1
头孢克洛,Cefaclor,1
头孢克洛,Cefaclor Capsules,1
头孢克洛,CEFACLOR CAPSULES,1
头孢克洛,Cefaclor Chewable Tablets,1
头孢克洛,Cefaclor Dispersible Tablets,1
头孢克洛,Cefaclor Effervescent Tablets,1
头孢克洛,Cefaclor for Oral Suspension,1
头孢克洛,Cefaclor for Suspension,1
头孢克洛,Cefaclor Granules,1
头孢克洛,Cefaclor of Suspension,1
头孢克洛,Cefaclor Sustain-released Tablets,1
头孢克洛,Cefaclor Sustained Release Capsules,1
头孢克洛,Cefaclor Sustained Release Tablets,1
头孢克洛,Cefaclor Sustained Release Tablets(Ⅱ),1
头孢克洛,Cefaclor Sustained-Release Tablets,1
头孢克洛,Cefaclor Tablets,1
头孢克洛,Compound Cefaclor Capsules,1
头孢克洛,Compound Cefaclor Tablets,1
头孢克洛,万敏新,1
头孢克洛,再克,1
头孢克洛,喜福来,1
头孢克洛,复方头孢克洛干混悬剂,1
头孢克洛,复方头孢克洛片,1
头孢克洛,复方头孢克洛胶囊,1
头孢克洛,头孢克洛,1
头孢克洛,头孢克洛分散片,1
头孢克洛,头孢克洛咀嚼片,1
头孢克洛,头孢克洛干混悬剂,1
头孢克洛,头孢克洛泡腾片,1
头孢克洛,头孢克洛片,1
头孢克洛,头孢克洛缓释片,1
头孢克洛,头孢克洛缓释片(Ⅱ),1
头孢克洛,头孢克洛缓释胶囊,1
头孢克洛,头孢克洛胶囊,1
头孢克洛,头孢克洛颗粒,1
头孢克洛,头孢克罗,1
头孢克洛,安卜,1
头孢克洛,帅先,1
头孢克洛,希优洛,1
头孢克洛,希刻劳,1
头孢克洛,希诺,1
头孢克洛,恒运,1
头孢克洛,恒迪克,1
头孢克洛,新达罗,1
头孢克洛,施华洛,1
头孢克洛,曼宁,1
头孢克洛,欣可诺,1
头孢克洛,欧佳,1
头孢克洛,毕利,1
头孢克洛,浦快,1
头孢克洛,熙蒙,1
头孢克洛,申洛,1
头孢克洛,胜寒,1
头孢克洛,苏刻乐,1
头孢克洛,迪素,1
头孢克洛,.*头孢克洛.*,2
头孢克洛,.*头孢克罗.*,3
头孢克洛,.*恒运.*,4
头孢克洛,.*帅先.*,4
头孢克洛,.*再克.*,4
头孢克洛,.*欧佳.*,4
头孢克洛,.*安卜.*,4
头孢克洛,.*恒迪克.*,4
头孢克洛,.*曼宁.*,4
头孢克洛,.*希刻劳.*,4
头孢克洛,.*新达罗.*,4
头孢克洛,.*苏刻乐.*,4
头孢克洛,.*万敏新.*,4
头孢克洛,.*欣可诺.*,4
头孢克洛,.*毕利.*,4
头孢克洛,.*希诺.*,4
头孢克洛,.*胜寒.*,4
头孢克洛,.*喜福来.*,4
头孢克洛,.*希优洛.*,4
头孢克洛,.*迪素.*,4
头孢克洛,.*熙蒙.*,4
头孢克洛,.*申洛.*,4
头孢克洛,.*施华洛.*,4
头孢克洛,.*浦快.*,4
头孢克肟,CAFIXIME CAPSULES,1
头孢克肟,cefixime,1
头孢克肟,Cefixime,1
头孢克肟,CEFIXIME CAPSULES,1
头孢克肟,Cefixime Capsules,1
头孢克肟,Cefixime Chewable Tablets,1
头孢克肟,Cefixime Dispersible Tablets,1
头孢克肟,Cefixime Dispersion Tablets,1
头孢克肟,Cefixime for Oral Suspension,1
头孢克肟,Cefixime for Suspension,1
头孢克肟,Cefixime granules,1
头孢克肟,Cefixime Granules,1
头孢克肟,Cefixime Tablets,1
头孢克肟,世福素,1
头孢克肟,严逸,1
头孢克肟,久邦,1
头孢克肟,先强严灵,1
头孢克肟,克沃莎,1
头孢克肟,再握,1
头孢克肟,勤克沃,1
头孢克肟,司力捷,1
头孢克肟,君特,1
头孢克肟,士瑞克,1
头孢克肟,头孢克肟,1
头孢克肟,头孢克肟分散片,1
头孢克肟,头孢克肟咀嚼片,1
头孢克肟,头孢克肟干混悬剂,1
头孢克肟,头孢克肟片,1
头孢克肟,头孢克肟胶囊,1
头孢克肟,头孢克肟颗粒,1
头孢克肟,奥德宁,1
头孢克肟,安的克威,1
头孢克肟,康哌,1
头孢克肟,扶欣抗,1
头孢克肟,新福素,1
头孢克肟,欧健,1
头孢克肟,氨噻肟烯头孢菌素,1
头孢克肟,汇新沙,1
头孢克肟,特普宁,1
头孢克肟,琪安,1
头孢克肟,立健克,1
头孢克肟,舍尔,1
头孢克肟,誉舒,1
头孢克肟,达力芬,1
头孢克肟,青可奕,1
头孢克肟,.*头孢克肟.*,2
头孢克肟,.*世福素.*,3
头孢克肟,.*氨噻肟烯头孢菌素.*,3
头孢克肟,.*达力芬.*,3
头孢克肟,.*奥德宁.*,4
头孢克肟,.*誉舒.*,4
头孢克肟,.*士瑞克.*,4
头孢克肟,.*久邦.*,4
头孢克肟,.*欧健.*,4
头孢克肟,.*克沃莎.*,4
头孢克肟,.*新福素.*,4
头孢克肟,.*达力芬.*,4
头孢克肟,.*琪安.*,4
头孢克肟,.*世福素.*,4
头孢克肟,.*再握.*,4
头孢克肟,.*扶欣抗.*,4
头孢克肟,.*汇新沙.*,4
头孢克肟,.*安的克威.*,4
头孢克肟,.*君特.*,4
头孢克肟,.*舍尔.*,4
头孢克肟,.*严逸.*,4
头孢克肟,.*特普宁.*,4
头孢克肟,.*勤克沃.*,4
头孢克肟,.*立健克.*,4
头孢克肟,.*康哌.*,4
头孢克肟,.*先强严灵.*,4
头孢克肟,.*司力捷.*,4
头孢克肟,.*青可奕.*,4
头孢拉定,Cefradina for Suspension,1
头孢拉定,Cefradine,1
头孢拉定,cefradine,1
头孢拉定,CEFRADINE CAPSULES,1
头孢拉定,Cefradine Capsules,1
头孢拉定,Cefradine Cranules,1
头孢拉定,Cefradine for Injection,1
头孢拉定,Cefradine For Injection,1
头孢拉定,Cefradine for Suspensin,1
头孢拉定,Cefradine for Suspension,1
头孢拉定,Cefradine Granules,1
头孢拉定,Cefradine Tablets,1
头孢拉定,Cefradine/L-arginine,1
头孢拉定,Cefradine/L-Arginine,1
头孢拉定,CefradineCapsules,1
头孢拉定,Cefraidine Capsules,1
头孢拉定,Cephradine Capsules,1
头孢拉定,先锋瑞丁,1
头孢拉定,先锋霉素Ⅵ,1
头孢拉定,头孢拉丁,1
头孢拉定,头孢拉啶,1
头孢拉定,头孢拉定,1
头孢拉定,头孢拉定(口服粉),1
头孢拉定,头孢拉定/L-精氨酸,1
头孢拉定,头孢拉定分散片,1
头孢拉定,头孢拉定口服干混悬剂,1
头孢拉定,头孢拉定干混悬剂,1
头孢拉定,头孢拉定片,1
头孢拉定,头孢拉定胶囊,1
头孢拉定,头孢拉定颗粒,1
头孢拉定,头孢握定,1
头孢拉定,头孢环己烯,1
头孢拉定,头孢菌素Ⅵ,1
头孢拉定,头孢雷定,1
头孢拉定,己环胺菌素,1
头孢拉定,泛捷复,1
头孢拉定,注射用头孢拉定,1
头孢拉定,澳锐,1
头孢拉定,环己烯胺头孢菌素,1
头孢拉定,环烯头孢菌素,1
头孢拉定,申优,1
头孢拉定,.*头孢拉定.*,2
头孢拉定,.*先锋瑞丁.*,3
头孢拉定,.*先锋霉素Ⅵ.*,3
头孢拉定,.*头孢拉丁.*,3
头孢拉定,.*头孢拉啶.*,3
头孢拉定,.*头孢握定.*,3
头孢拉定,.*头孢环己烯.*,3
头孢拉定,.*头孢菌素Ⅵ.*,3
头孢拉定,.*头孢雷定.*,3
头孢拉定,.*己环胺菌素.*,3
头孢拉定,.*环己烯胺头孢菌素.*,3
头孢拉定,.*环烯头孢菌素.*,3
